ID,佣兵ID,宝具等级,消耗资源,消耗个数,战力提升,先攻提升,防御提升,闪避提升,王者提升
3600,18000006,10,57,47,,0,0,2,0
3601,18000007,1,57,3,5,,,,
3602,18000007,2,57,4,5,,,,
3603,18000007,3,57,6,5,,,,
3604,18000007,4,57,9,5,,,,
3605,18000007,5,57,13,,0,0,0,1
3606,18000007,6,57,18,5,,,,
3607,18000007,7,57,24,5,,,,
3608,18000007,8,57,31,5,,,,
3609,18000007,9,57,39,5,,,,
3610,18000007,10,57,47,,0,0,2,0
3611,18000008,1,57,3,5,,,,
3612,18000008,2,57,4,5,,,,
3613,18000008,3,57,6,5,,,,
3614,18000008,4,57,9,5,,,,
3615,18000008,5,57,13,,0,0,0,1
3616,18000008,6,57,18,5,,,,
3617,18000008,7,57,24,5,,,,
3618,18000008,8,57,31,5,,,,
3619,18000008,9,57,39,5,,,,
3620,18000008,10,57,47,,1,1,0,0
3621,18000009,1,57,3,5,,,,
3622,18000009,2,57,4,5,,,,
3623,18000009,3,57,6,5,,,,
3624,18000009,4,57,9,5,,,,
3625,18000009,5,57,13,,0,0,0,1
3626,18000009,6,57,18,5,,,,
3627,18000009,7,57,24,5,,,,
3628,18000009,8,57,31,5,,,,
3629,18000009,9,57,39,5,,,,
3630,18000009,10,57,47,,2,0,0,0
3631,18000010,1,57,3,5,,,,
3632,18000010,2,57,4,5,,,,
3633,18000010,3,57,6,5,,,,
3634,18000010,4,57,9,5,,,,
3635,18000010,5,57,13,,0,0,0,1
3636,18000010,6,57,18,5,,,,
3637,18000010,7,57,24,5,,,,
3638,18000010,8,57,31,5,,,,
3639,18000010,9,57,39,5,,,,
3640,18000010,10,57,47,,2,0,0,0
3641,18000011,1,57,3,5,,,,
3642,18000011,2,57,4,5,,,,
3643,18000011,3,57,6,5,,,,
3644,18000011,4,57,9,5,,,,
3645,18000011,5,57,13,,0,0,0,1
3646,18000011,6,57,18,5,,,,
3647,18000011,7,57,24,5,,,,
3648,18000011,8,57,31,5,,,,
3649,18000011,9,57,39,5,,,,
3650,18000011,10,57,47,,2,0,0,0
3651,18000012,1,57,3,5,,,,
3652,18000012,2,57,4,5,,,,
3653,18000012,3,57,6,5,,,,
3654,18000012,4,57,9,5,,,,
3655,18000012,5,57,13,,0,0,0,1
3656,18000012,6,57,18,5,,,,
3657,18000012,7,57,24,5,,,,
3658,18000012,8,57,31,5,,,,
3659,18000012,9,57,39,5,,,,
3660,18000012,10,57,47,,1,1,0,0
3661,18000013,1,57,3,5,,,,
3662,18000013,2,57,4,5,,,,
3663,18000013,3,57,6,5,,,,
3664,18000013,4,57,9,5,,,,
3665,18000013,5,57,13,,0,0,0,1
3666,18000013,6,57,18,5,,,,
3667,18000013,7,57,24,5,,,,
3668,18000013,8,57,31,5,,,,
3669,18000013,9,57,39,5,,,,
3670,18000013,10,57,47,,1,1,0,0
3671,18000014,1,57,3,5,,,,
3672,18000014,2,57,4,5,,,,
3673,18000014,3,57,6,5,,,,
3674,18000014,4,57,9,5,,,,
3675,18000014,5,57,13,,0,0,0,1
3676,18000014,6,57,18,5,,,,
3677,18000014,7,57,24,5,,,,
3678,18000014,8,57,31,5,,,,
3679,18000014,9,57,39,5,,,,
3680,18000014,10,57,47,,1,1,0,0
3681,18000015,1,57,3,5,,,,
3682,18000015,2,57,4,5,,,,
3683,18000015,3,57,6,5,,,,
3684,18000015,4,57,9,5,,,,
3685,18000015,5,57,13,,0,0,0,1
3686,18000015,6,57,18,5,,,,
3687,18000015,7,57,24,5,,,,
3688,18000015,8,57,31,5,,,,
3689,18000015,9,57,39,5,,,,
3690,18000015,10,57,47,,1,1,0,0
3691,18000016,1,57,3,5,,,,
3692,18000016,2,57,4,5,,,,
3693,18000016,3,57,6,5,,,,
3694,18000016,4,57,9,5,,,,
3695,18000016,5,57,13,,0,0,0,1
3696,18000016,6,57,18,5,,,,
3697,18000016,7,57,24,5,,,,
3698,18000016,8,57,31,5,,,,
3699,18000016,9,57,39,5,,,,
3700,18000016,10,57,47,,1,1,0,0
3701,18000017,1,57,3,5,,,,
3702,18000017,2,57,4,5,,,,
3703,18000017,3,57,6,5,,,,
3704,18000017,4,57,9,5,,,,
3705,18000017,5,57,13,,0,0,0,1
3706,18000017,6,57,18,5,,,,
3707,18000017,7,57,24,5,,,,
3708,18000017,8,57,31,5,,,,
3709,18000017,9,57,39,5,,,,
3710,18000017,10,57,47,,2,0,0,0
3711,18000018,1,57,3,5,,,,
3712,18000018,2,57,4,5,,,,
3713,18000018,3,57,6,5,,,,
3714,18000018,4,57,9,5,,,,
3715,18000018,5,57,13,,0,0,0,1
3716,18000018,6,57,18,5,,,,
3717,18000018,7,57,24,5,,,,
3718,18000018,8,57,31,5,,,,
3719,18000018,9,57,39,5,,,,
3720,18000018,10,57,47,,1,1,0,0
3721,18000019,1,57,3,5,,,,
3722,18000019,2,57,4,5,,,,
3723,18000019,3,57,6,5,,,,
3724,18000019,4,57,9,5,,,,
3725,18000019,5,57,13,,0,0,0,1
3726,18000019,6,57,18,5,,,,
3727,18000019,7,57,24,5,,,,
3728,18000019,8,57,31,5,,,,
3729,18000019,9,57,39,5,,,,
3730,18000019,10,57,47,,1,1,0,0
3731,18000020,1,57,3,5,,,,
3732,18000020,2,57,4,5,,,,
3733,18000020,3,57,6,5,,,,
3734,18000020,4,57,9,5,,,,
3735,18000020,5,57,13,,0,0,0,1
3736,18000020,6,57,18,5,,,,
3737,18000020,7,57,24,5,,,,
3738,18000020,8,57,31,5,,,,
3739,18000020,9,57,39,5,,,,
3740,18000020,10,57,47,,0,2,0,0
3741,18000021,1,57,3,5,,,,
3742,18000021,2,57,4,5,,,,
3743,18000021,3,57,6,5,,,,
3744,18000021,4,57,9,5,,,,
3745,18000021,5,57,13,,0,0,0,1
3746,18000021,6,57,18,5,,,,
3747,18000021,7,57,24,5,,,,
3748,18000021,8,57,31,5,,,,
3749,18000021,9,57,39,5,,,,
3750,18000021,10,57,47,,0,0,2,0
3751,18000022,1,57,3,5,,,,
3752,18000022,2,57,4,5,,,,
3753,18000022,3,57,6,5,,,,
3754,18000022,4,57,9,5,,,,
3755,18000022,5,57,13,,0,0,0,1
3756,18000022,6,57,18,5,,,,
3757,18000022,7,57,24,5,,,,
3758,18000022,8,57,31,5,,,,
3759,18000022,9,57,39,5,,,,
3760,18000022,10,57,47,,2,0,0,0
3761,18000023,1,57,3,5,,,,
3762,18000023,2,57,4,5,,,,
3763,18000023,3,57,6,5,,,,
3764,18000023,4,57,9,5,,,,
3765,18000023,5,57,13,,0,0,0,1
3766,18000023,6,57,18,5,,,,
3767,18000023,7,57,24,5,,,,
3768,18000023,8,57,31,5,,,,
3769,18000023,9,57,39,5,,,,
3770,18000023,10,57,47,,2,0,0,0
3771,18000024,1,57,3,5,,,,
3772,18000024,2,57,4,5,,,,
3773,18000024,3,57,6,5,,,,
3774,18000024,4,57,9,5,,,,
3775,18000024,5,57,13,,0,0,0,1
3776,18000024,6,57,18,5,,,,
3777,18000024,7,57,24,5,,,,
3778,18000024,8,57,31,5,,,,
3779,18000024,9,57,39,5,,,,
3780,18000024,10,57,47,,2,0,0,0
3781,18000025,1,57,3,5,,,,
3782,18000025,2,57,4,5,,,,
3783,18000025,3,57,6,5,,,,
3784,18000025,4,57,9,5,,,,
3785,18000025,5,57,13,,0,0,0,1
3786,18000025,6,57,18,5,,,,
3787,18000025,7,57,24,5,,,,
3788,18000025,8,57,31,5,,,,
3789,18000025,9,57,39,5,,,,
3790,18000025,10,57,47,,1,1,0,0
3791,18000026,1,57,3,5,,,,
3792,18000026,2,57,4,5,,,,
3793,18000026,3,57,6,5,,,,
3794,18000026,4,57,9,5,,,,
3795,18000026,5,57,13,,0,0,0,1
3796,18000026,6,57,18,5,,,,
3797,18000026,7,57,24,5,,,,
3798,18000026,8,57,31,5,,,,
3799,18000026,9,57,39,5,,,,
3800,18000026,10,57,47,,0,0,2,0
3801,18000027,1,57,3,5,,,,
3802,18000027,2,57,4,5,,,,
3803,18000027,3,57,6,5,,,,
3804,18000027,4,57,9,5,,,,
3805,18000027,5,57,13,,0,0,0,1
3806,18000027,6,57,18,5,,,,
3807,18000027,7,57,24,5,,,,
3808,18000027,8,57,31,5,,,,
3809,18000027,9,57,39,5,,,,
3810,18000027,10,57,47,,2,0,0,0
3811,18000028,1,57,3,5,,,,
3812,18000028,2,57,4,5,,,,
3813,18000028,3,57,6,5,,,,
3814,18000028,4,57,9,5,,,,
3815,18000028,5,57,13,,0,0,0,1
3816,18000028,6,57,18,5,,,,
3817,18000028,7,57,24,5,,,,
3818,18000028,8,57,31,5,,,,
3819,18000028,9,57,39,5,,,,
3820,18000028,10,57,47,,2,0,0,0
3821,18000029,1,57,3,5,,,,
3822,18000029,2,57,4,5,,,,
3823,18000029,3,57,6,5,,,,
3824,18000029,4,57,9,5,,,,
3825,18000029,5,57,13,,0,0,0,1
3826,18000029,6,57,18,5,,,,
3827,18000029,7,57,24,5,,,,
3828,18000029,8,57,31,5,,,,
3829,18000029,9,57,39,5,,,,
3830,18000029,10,57,47,,0,0,2,0
3831,18000030,1,57,3,5,,,,
3832,18000030,2,57,4,5,,,,
3833,18000030,3,57,6,5,,,,
3834,18000030,4,57,9,5,,,,
3835,18000030,5,57,13,,0,0,0,1
3836,18000030,6,57,18,5,,,,
3837,18000030,7,57,24,5,,,,
3838,18000030,8,57,31,5,,,,
3839,18000030,9,57,39,5,,,,
3840,18000030,10,57,47,,0,0,2,0
3841,18000031,1,57,3,5,,,,
3842,18000031,2,57,4,5,,,,
3843,18000031,3,57,6,5,,,,
3844,18000031,4,57,9,5,,,,
3845,18000031,5,57,13,,0,0,0,1
3846,18000031,6,57,18,5,,,,
3847,18000031,7,57,24,5,,,,
3848,18000031,8,57,31,5,,,,
3849,18000031,9,57,39,5,,,,
3850,18000031,10,57,47,,1,1,0,0
3851,18000032,1,57,3,5,,,,
3852,18000032,2,57,4,5,,,,
3853,18000032,3,57,6,5,,,,
3854,18000032,4,57,9,5,,,,
3855,18000032,5,57,13,,0,0,0,1
3856,18000032,6,57,18,5,,,,
3857,18000032,7,57,24,5,,,,
3858,18000032,8,57,31,5,,,,
3859,18000032,9,57,39,5,,,,
3860,18000032,10,57,47,,0,0,2,0
3861,18000033,1,57,3,5,,,,
3862,18000033,2,57,4,5,,,,
3863,18000033,3,57,6,5,,,,
3864,18000033,4,57,9,5,,,,
3865,18000033,5,57,13,,0,0,0,1
3866,18000033,6,57,18,5,,,,
3867,18000033,7,57,24,5,,,,
3868,18000033,8,57,31,5,,,,
3869,18000033,9,57,39,5,,,,
3870,18000033,10,57,47,,0,0,2,0
3871,18000034,1,57,3,5,,,,
3872,18000034,2,57,4,5,,,,
3873,18000034,3,57,6,5,,,,
3874,18000034,4,57,9,5,,,,
3875,18000034,5,57,13,,0,0,0,1
3876,18000034,6,57,18,5,,,,
3877,18000034,7,57,24,5,,,,
3878,18000034,8,57,31,5,,,,
3879,18000034,9,57,39,5,,,,
3880,18000034,10,57,47,,0,2,0,0
3881,18000035,1,57,3,5,,,,
3882,18000035,2,57,4,5,,,,
3883,18000035,3,57,6,5,,,,
3884,18000035,4,57,9,5,,,,
3885,18000035,5,57,13,,0,0,0,1
3886,18000035,6,57,18,5,,,,
3887,18000035,7,57,24,5,,,,
3888,18000035,8,57,31,5,,,,
3889,18000035,9,57,39,5,,,,
3890,18000035,10,57,47,,1,1,0,0
3891,18000036,1,57,3,5,,,,
3892,18000036,2,57,4,5,,,,
3893,18000036,3,57,6,5,,,,
3894,18000036,4,57,9,5,,,,
3895,18000036,5,57,13,,0,0,0,1
3896,18000036,6,57,18,5,,,,
3897,18000036,7,57,24,5,,,,
3898,18000036,8,57,31,5,,,,
3899,18000036,9,57,39,5,,,,
3900,18000036,10,57,47,,1,1,0,0
3901,18000037,1,57,3,5,,,,
3902,18000037,2,57,4,5,,,,
3903,18000037,3,57,6,5,,,,
3904,18000037,4,57,9,5,,,,
3905,18000037,5,57,13,,0,0,0,1
3906,18000037,6,57,18,5,,,,
3907,18000037,7,57,24,5,,,,
3908,18000037,8,57,31,5,,,,
3909,18000037,9,57,39,5,,,,
3910,18000037,10,57,47,,1,1,0,0
3911,18000038,1,57,3,5,,,,
3912,18000038,2,57,4,5,,,,
3913,18000038,3,57,6,5,,,,
3914,18000038,4,57,9,5,,,,
3915,18000038,5,57,13,,0,0,0,1
3916,18000038,6,57,18,5,,,,
3917,18000038,7,57,24,5,,,,
3918,18000038,8,57,31,5,,,,
3919,18000038,9,57,39,5,,,,
3920,18000038,10,57,47,,0,0,2,0
3921,18000039,1,57,3,5,,,,
3922,18000039,2,57,4,5,,,,
3923,18000039,3,57,6,5,,,,
3924,18000039,4,57,9,5,,,,
3925,18000039,5,57,13,,0,0,0,1
3926,18000039,6,57,18,5,,,,
3927,18000039,7,57,24,5,,,,
3928,18000039,8,57,31,5,,,,
3929,18000039,9,57,39,5,,,,
3930,18000039,10,57,47,,0,0,2,0
3931,18000040,1,57,3,5,,,,
3932,18000040,2,57,4,5,,,,
3933,18000040,3,57,6,5,,,,
3934,18000040,4,57,9,5,,,,
3935,18000040,5,57,13,,0,0,0,1
3936,18000040,6,57,18,5,,,,
3937,18000040,7,57,24,5,,,,
3938,18000040,8,57,31,5,,,,
3939,18000040,9,57,39,5,,,,
3940,18000040,10,57,47,,0,0,2,0
3941,18000041,1,57,3,5,,,,
3942,18000041,2,57,4,5,,,,
3943,18000041,3,57,6,5,,,,
3944,18000041,4,57,9,5,,,,
3945,18000041,5,57,13,,0,0,0,1
3946,18000041,6,57,18,5,,,,
3947,18000041,7,57,24,5,,,,
3948,18000041,8,57,31,5,,,,
3949,18000041,9,57,39,5,,,,
3950,18000041,10,57,47,,2,0,0,0
3951,18000042,1,57,3,5,,,,
3952,18000042,2,57,4,5,,,,
3953,18000042,3,57,6,5,,,,
3954,18000042,4,57,9,5,,,,
3955,18000042,5,57,13,,0,0,0,1
3956,18000042,6,57,18,5,,,,
3957,18000042,7,57,24,5,,,,
3958,18000042,8,57,31,5,,,,
3959,18000042,9,57,39,5,,,,
3960,18000042,10,57,47,,0,0,2,0
3961,18000043,1,57,3,5,,,,
3962,18000043,2,57,4,5,,,,
3963,18000043,3,57,6,5,,,,
3964,18000043,4,57,9,5,,,,
3965,18000043,5,57,13,,0,0,0,1
3966,18000043,6,57,18,5,,,,
3967,18000043,7,57,24,5,,,,
3968,18000043,8,57,31,5,,,,
3969,18000043,9,57,39,5,,,,
3970,18000043,10,57,47,,0,0,2,0
3971,18000044,1,57,3,5,,,,
3972,18000044,2,57,4,5,,,,
3973,18000044,3,57,6,5,,,,
3974,18000044,4,57,9,5,,,,
3975,18000044,5,57,13,,0,0,0,1
3976,18000044,6,57,18,5,,,,
3977,18000044,7,57,24,5,,,,
3978,18000044,8,57,31,5,,,,
3979,18000044,9,57,39,5,,,,
3980,18000044,10,57,47,,0,2,0,0
3981,18000045,1,57,3,5,,,,
3982,18000045,2,57,4,5,,,,
3983,18000045,3,57,6,5,,,,
3984,18000045,4,57,9,5,,,,
3985,18000045,5,57,13,,0,0,0,1
3986,18000045,6,57,18,5,,,,
3987,18000045,7,57,24,5,,,,
3988,18000045,8,57,31,5,,,,
3989,18000045,9,57,39,5,,,,
3990,18000045,10,57,47,,0,0,2,0
3991,18000046,1,57,3,5,,,,
3992,18000046,2,57,4,5,,,,
3993,18000046,3,57,6,5,,,,
3994,18000046,4,57,9,5,,,,
3995,18000046,5,57,13,,0,0,0,1
3996,18000046,6,57,18,5,,,,
3997,18000046,7,57,24,5,,,,
3998,18000046,8,57,31,5,,,,
3999,18000046,9,57,39,5,,,,
4000,18000046,10,57,47,,0,0,2,0
4001,18000047,1,57,3,5,,,,
4002,18000047,2,57,4,5,,,,
4003,18000047,3,57,6,5,,,,
4004,18000047,4,57,9,5,,,,
4005,18000047,5,57,13,,0,0,0,1
4006,18000047,6,57,18,5,,,,
4007,18000047,7,57,24,5,,,,
4008,18000047,8,57,31,5,,,,
4009,18000047,9,57,39,5,,,,
4010,18000047,10,57,47,,1,1,0,0
4011,18000048,1,57,3,5,,,,
4012,18000048,2,57,4,5,,,,
4013,18000048,3,57,6,5,,,,
4014,18000048,4,57,9,5,,,,
4015,18000048,5,57,13,,0,0,0,1
4016,18000048,6,57,18,5,,,,
4017,18000048,7,57,24,5,,,,
4018,18000048,8,57,31,5,,,,
4019,18000048,9,57,39,5,,,,
4020,18000048,10,57,47,,1,1,0,0
4021,18000049,1,57,3,5,,,,
4022,18000049,2,57,4,5,,,,
4023,18000049,3,57,6,5,,,,
4024,18000049,4,57,9,5,,,,
4025,18000049,5,57,13,,0,0,0,1
4026,18000049,6,57,18,5,,,,
4027,18000049,7,57,24,5,,,,
4028,18000049,8,57,31,5,,,,
4029,18000049,9,57,39,5,,,,
4030,18000049,10,57,47,,1,1,0,0
4031,18000050,1,57,3,5,,,,
4032,18000050,2,57,4,5,,,,
4033,18000050,3,57,6,5,,,,
4034,18000050,4,57,9,5,,,,
4035,18000050,5,57,13,,0,0,0,1
4036,18000050,6,57,18,5,,,,
4037,18000050,7,57,24,5,,,,
4038,18000050,8,57,31,5,,,,
4039,18000050,9,57,39,5,,,,
4040,18000050,10,57,47,,1,1,0,0
4041,18000051,1,57,3,5,,,,
4042,18000051,2,57,4,5,,,,
4043,18000051,3,57,6,5,,,,
4044,18000051,4,57,9,5,,,,
4045,18000051,5,57,13,,0,0,0,1
4046,18000051,6,57,18,5,,,,
4047,18000051,7,57,24,5,,,,
4048,18000051,8,57,31,5,,,,
4049,18000051,9,57,39,5,,,,
4050,18000051,10,57,47,,1,1,0,0
4051,18000052,1,57,3,5,,,,
4052,18000052,2,57,4,5,,,,
4053,18000052,3,57,6,5,,,,
4054,18000052,4,57,9,5,,,,
4055,18000052,5,57,13,,0,0,0,1
4056,18000052,6,57,18,5,,,,
4057,18000052,7,57,24,5,,,,
4058,18000052,8,57,31,5,,,,
4059,18000052,9,57,39,5,,,,
4060,18000052,10,57,47,,1,1,0,0
4061,18000053,1,57,3,5,,,,
4062,18000053,2,57,4,5,,,,
4063,18000053,3,57,6,5,,,,
4064,18000053,4,57,9,5,,,,
4065,18000053,5,57,13,,0,0,0,1
4066,18000053,6,57,18,5,,,,
4067,18000053,7,57,24,5,,,,
4068,18000053,8,57,31,5,,,,
4069,18000053,9,57,39,5,,,,
4070,18000053,10,57,47,,1,1,0,0
4071,18000054,1,57,3,5,,,,
4072,18000054,2,57,4,5,,,,
4073,18000054,3,57,6,5,,,,
4074,18000054,4,57,9,5,,,,
4075,18000054,5,57,13,,0,0,0,1
4076,18000054,6,57,18,5,,,,
4077,18000054,7,57,24,5,,,,
4078,18000054,8,57,31,5,,,,
4079,18000054,9,57,39,5,,,,
4080,18000054,10,57,47,,2,0,0,0
4081,18000055,1,57,3,5,,,,
4082,18000055,2,57,4,5,,,,
4083,18000055,3,57,6,5,,,,
4084,18000055,4,57,9,5,,,,
4085,18000055,5,57,13,,0,0,0,1
4086,18000055,6,57,18,5,,,,
4087,18000055,7,57,24,5,,,,
4088,18000055,8,57,31,5,,,,
4089,18000055,9,57,39,5,,,,
4090,18000055,10,57,47,,1,1,0,0
4091,18000056,1,57,3,5,,,,
4092,18000056,2,57,4,5,,,,
4093,18000056,3,57,6,5,,,,
4094,18000056,4,57,9,5,,,,
4095,18000056,5,57,13,,0,0,0,1
4096,18000056,6,57,18,5,,,,
4097,18000056,7,57,24,5,,,,
4098,18000056,8,57,31,5,,,,
4099,18000056,9,57,39,5,,,,
4100,18000056,10,57,47,,1,1,0,0
4101,18000057,1,57,3,5,,,,
4102,18000057,2,57,4,5,,,,
4103,18000057,3,57,6,5,,,,
4104,18000057,4,57,9,5,,,,
4105,18000057,5,57,13,,0,0,0,1
4106,18000057,6,57,18,5,,,,
4107,18000057,7,57,24,5,,,,
4108,18000057,8,57,31,5,,,,
4109,18000057,9,57,39,5,,,,
4110,18000057,10,57,47,,2,0,0,0
4111,18000058,1,57,3,5,,,,
4112,18000058,2,57,4,5,,,,
4113,18000058,3,57,6,5,,,,
4114,18000058,4,57,9,5,,,,
4115,18000058,5,57,13,,0,0,0,1
4116,18000058,6,57,18,5,,,,
4117,18000058,7,57,24,5,,,,
4118,18000058,8,57,31,5,,,,
4119,18000058,9,57,39,5,,,,
4120,18000058,10,57,47,,0,0,2,0
4121,18000059,1,57,3,5,,,,
4122,18000059,2,57,4,5,,,,
4123,18000059,3,57,6,5,,,,
4124,18000059,4,57,9,5,,,,
4125,18000059,5,57,13,,0,0,0,1
4126,18000059,6,57,18,5,,,,
4127,18000059,7,57,24,5,,,,
4128,18000059,8,57,31,5,,,,
4129,18000059,9,57,39,5,,,,
4130,18000059,10,57,47,,1,1,0,0
4131,18000060,1,57,3,5,,,,
4132,18000060,2,57,4,5,,,,
4133,18000060,3,57,6,5,,,,
4134,18000060,4,57,9,5,,,,
4135,18000060,5,57,13,,0,0,0,1
4136,18000060,6,57,18,5,,,,
4137,18000060,7,57,24,5,,,,
4138,18000060,8,57,31,5,,,,
4139,18000060,9,57,39,5,,,,
4140,18000060,10,57,47,,2,0,0,0
4141,18000061,1,57,3,5,,,,
4142,18000061,2,57,4,5,,,,
4143,18000061,3,57,6,5,,,,
4144,18000061,4,57,9,5,,,,
4145,18000061,5,57,13,,0,0,0,1
4146,18000061,6,57,18,5,,,,
4147,18000061,7,57,24,5,,,,
4148,18000061,8,57,31,5,,,,
4149,18000061,9,57,39,5,,,,
4150,18000061,10,57,47,,1,1,0,0
4151,18000062,1,57,3,5,,,,
4152,18000062,2,57,4,5,,,,
4153,18000062,3,57,6,5,,,,
4154,18000062,4,57,9,5,,,,
4155,18000062,5,57,13,,0,0,0,1
4156,18000062,6,57,18,5,,,,
4157,18000062,7,57,24,5,,,,
4158,18000062,8,57,31,5,,,,
4159,18000062,9,57,39,5,,,,
4160,18000062,10,57,47,,2,0,0,0
4161,18000063,1,57,3,5,,,,
4162,18000063,2,57,4,5,,,,
4163,18000063,3,57,6,5,,,,
4164,18000063,4,57,9,5,,,,
4165,18000063,5,57,13,,0,0,0,1
4166,18000063,6,57,18,5,,,,
4167,18000063,7,57,24,5,,,,
4168,18000063,8,57,31,5,,,,
4169,18000063,9,57,39,5,,,,
4170,18000063,10,57,47,,1,1,0,0
4171,18000064,1,57,3,5,,,,
4172,18000064,2,57,4,5,,,,
4173,18000064,3,57,6,5,,,,
4174,18000064,4,57,9,5,,,,
4175,18000064,5,57,13,,0,0,0,1
4176,18000064,6,57,18,5,,,,
4177,18000064,7,57,24,5,,,,
4178,18000064,8,57,31,5,,,,
4179,18000064,9,57,39,5,,,,
4180,18000064,10,57,47,,1,1,0,0
4181,18000065,1,57,3,5,,,,
4182,18000065,2,57,4,5,,,,
4183,18000065,3,57,6,5,,,,
4184,18000065,4,57,9,5,,,,
4185,18000065,5,57,13,,0,0,0,1
4186,18000065,6,57,18,5,,,,
4187,18000065,7,57,24,5,,,,
4188,18000065,8,57,31,5,,,,
4189,18000065,9,57,39,5,,,,
4190,18000065,10,57,47,,2,0,0,0
4191,18000066,1,57,3,5,,,,
4192,18000066,2,57,4,5,,,,
4193,18000066,3,57,6,5,,,,
4194,18000066,4,57,9,5,,,,
4195,18000066,5,57,13,,0,0,0,1
4196,18000066,6,57,18,5,,,,
4197,18000066,7,57,24,5,,,,
4198,18000066,8,57,31,5,,,,
4199,18000066,9,57,39,5,,,,
4200,18000066,10,57,47,,1,1,0,0
4201,18000067,1,57,3,5,,,,
4202,18000067,2,57,4,5,,,,
4203,18000067,3,57,6,5,,,,
4204,18000067,4,57,9,5,,,,
4205,18000067,5,57,13,,0,0,0,1
4206,18000067,6,57,18,5,,,,
4207,18000067,7,57,24,5,,,,
4208,18000067,8,57,31,5,,,,
4209,18000067,9,57,39,5,,,,
4210,18000067,10,57,47,,0,2,0,0
4211,18000068,1,57,3,5,,,,
4212,18000068,2,57,4,5,,,,
4213,18000068,3,57,6,5,,,,
4214,18000068,4,57,9,5,,,,
4215,18000068,5,57,13,,0,0,0,1
4216,18000068,6,57,18,5,,,,
4217,18000068,7,57,24,5,,,,
4218,18000068,8,57,31,5,,,,
4219,18000068,9,57,39,5,,,,
4220,18000068,10,57,47,,2,0,0,0
4221,18000069,1,57,3,5,,,,
4222,18000069,2,57,4,5,,,,
4223,18000069,3,57,6,5,,,,
4224,18000069,4,57,9,5,,,,
4225,18000069,5,57,13,,0,0,0,1
4226,18000069,6,57,18,5,,,,
4227,18000069,7,57,24,5,,,,
4228,18000069,8,57,31,5,,,,
4229,18000069,9,57,39,5,,,,
4230,18000069,10,57,47,,0,0,2,0
4231,18000070,1,57,3,5,,,,
4232,18000070,2,57,4,5,,,,
4233,18000070,3,57,6,5,,,,
4234,18000070,4,57,9,5,,,,
4235,18000070,5,57,13,,0,0,0,1
4236,18000070,6,57,18,5,,,,
4237,18000070,7,57,24,5,,,,
4238,18000070,8,57,31,5,,,,
4239,18000070,9,57,39,5,,,,
4240,18000070,10,57,47,,1,1,0,0
4241,18000071,1,57,3,5,,,,
4242,18000071,2,57,4,5,,,,
4243,18000071,3,57,6,5,,,,
4244,18000071,4,57,9,5,,,,
4245,18000071,5,57,13,,0,0,0,1
4246,18000071,6,57,18,5,,,,
4247,18000071,7,57,24,5,,,,
4248,18000071,8,57,31,5,,,,
4249,18000071,9,57,39,5,,,,
4250,18000071,10,57,47,,1,1,0,0
4251,18000072,1,57,3,5,,,,
4252,18000072,2,57,4,5,,,,
4253,18000072,3,57,6,5,,,,
4254,18000072,4,57,9,5,,,,
4255,18000072,5,57,13,,0,0,0,1
4256,18000072,6,57,18,5,,,,
4257,18000072,7,57,24,5,,,,
4258,18000072,8,57,31,5,,,,
4259,18000072,9,57,39,5,,,,
4260,18000072,10,57,47,,1,1,0,0
4261,18000073,1,57,3,5,,,,
4262,18000073,2,57,4,5,,,,
4263,18000073,3,57,6,5,,,,
4264,18000073,4,57,9,5,,,,
4265,18000073,5,57,13,,0,0,0,1
4266,18000073,6,57,18,5,,,,
4267,18000073,7,57,24,5,,,,
4268,18000073,8,57,31,5,,,,
4269,18000073,9,57,39,5,,,,
4270,18000073,10,57,47,,2,0,0,0
4271,24000013,1,57,3,5,,,,
4272,24000013,2,57,4,5,,,,
4273,24000013,3,57,6,5,,,,
4274,24000013,4,57,9,5,,,,
4275,24000013,5,57,13,,0,0,0,1
4276,24000013,6,57,18,5,,,,
4277,24000013,7,57,24,5,,,,
4278,24000013,8,57,31,5,,,,
4279,24000013,9,57,39,5,,,,
4280,24000013,10,57,47,,2,0,0,0
4281,25000001,1,57,3,5,,,,
4282,25000001,2,57,4,5,,,,
4283,25000001,3,57,6,5,,,,
4284,25000001,4,57,9,5,,,,
4285,25000001,5,57,13,,0,0,0,1
4286,25000001,6,57,18,5,,,,
4287,25000001,7,57,24,5,,,,
4288,25000001,8,57,31,5,,,,
4289,25000001,9,57,39,5,,,,
4290,25000001,10,57,47,,2,0,0,0
4291,25000002,1,57,3,5,,,,
4292,25000002,2,57,4,5,,,,
4293,25000002,3,57,6,5,,,,
4294,25000002,4,57,9,5,,,,
4295,25000002,5,57,13,,0,0,0,1
4296,25000002,6,57,18,5,,,,
4297,25000002,7,57,24,5,,,,
4298,25000002,8,57,31,5,,,,
4299,25000002,9,57,39,5,,,,
4300,25000002,10,57,47,,2,0,0,0
4301,25000003,1,57,3,5,,,,
4302,25000003,2,57,4,5,,,,
4303,25000003,3,57,6,5,,,,
4304,25000003,4,57,9,5,,,,
4305,25000003,5,57,13,,0,0,0,1
4306,25000003,6,57,18,5,,,,
4307,25000003,7,57,24,5,,,,
4308,25000003,8,57,31,5,,,,
4309,25000003,9,57,39,5,,,,
4310,25000003,10,57,47,,2,0,0,0
