ID,技能名,描述,战斗回合高于X时,战斗回合低于X时,己方战力高于X%时,己方战力低于X%时,敌方战力高于X%时,敌方战力低于X%时,上回合是否击中（1击中2未命中3敌方命中4敌方未命中）,敌我血量高低判断（1.我方高于敌方2.我方低于敌方3我方等于敌方）,Y发动概率,次数限制,技能效果,Z参数,参数2,命中生效,己方四维变化,敌方四维变化,修改回合数,虚弱,无法闪避,无视防御,封印技能效果,封印回合,封印x概率以上,封印x概率以下,动画id,增加四维先攻,增加四维防御,增加四维闪避,增加四维王者
2200010,真龙召唤,6%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,6,10,13,100,,,,,,,1,1,,,,,21,0,0,0,0
2200011,奥丁铁剑,战斗回合高于4时，11%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,4,,,,,,,,11,10,13,105,,,,,,,1,1,,,,,59,0,0,0,0
2200012,鬼兵队,10%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,10,10,13,100,,,,,,,1,1,,,,,15,0,0,0,0
2200013,王之理想乡,合体技,,,,,,,,,3,1,13,110,,,,,,,1,1,,,,,71,0,0,0,0
2200014,永恒之息,合体技,,,,,,,,,5,1,13,115,,,,,,,1,1,,,,,72,0,0,0,0
2200015,鸡王之王,合体技,,,,,,,,,10,10,13,120,,,,,,,1,1,,,,,73,0,0,0,0
2200016,光破斩,怪物技能,,,,,,,,,33,10,13,100,,,,,,,1,1,,,,,33,0,0,0,0
2200017,魔古尔之剑,6%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,6,10,13,110,,,,,,,1,1,,,,,74,0,0,0,0
2200018,怒火激将,9%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,9,1,13,110,,,,,,,1,1,,,,,75,0,0,0,0
2200019,笤帚乱舞,12%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高5。,,,,,,,,,12,10,13,100,,,,,,,1,1,,,,,79,0,0,0,0
2200020,王之力,己方战力低于35%时，10%概率触发一次125%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,35,,,,,10,10,13,125,,,,,,,1,1,,,,,80,0,0,0,0
2200021,镇魂曲,5%概率触发一次120%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高4。,,,,,,,,,5,1,13,120,,,,,,,1,1,,,,,81,0,0,0,0
2200022,魔王与魔女,8%概率触发一次112%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,8,10,13,112,,,,,,,1,1,,,,,15,0,0,0,0
2200023,根须缠绕,怪物技能,,,,,,,,,40,100,13,95,,,,,,,1,1,,,,,84,0,0,0,0
2200024,誓约胜利之剑,10%概率触发一次102%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高5,,,,,,,,,10,10,13,102,,,,,,,1,1,,,,,88,0,0,0,0
2200025,斗战圣佛,10%概率触发一次102%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高6,,,,,,,,,10,10,13,102,,,,,,,1,1,,,,,9,0,0,0,0
2200026,门徒遍地,7%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高3,,,,,,,,,7,10,13,105,,,,,,,1,1,,,,,90,0,0,0,0
2200027,三河魂,6%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,6,10,13,105,,,,,,,1,1,,,,,190,0,0,0,0
2200028,薄命军师,战斗回合高于5时，100%概率发动一次纯粹攻击，这个攻击无法闪避也无法减少伤害。,5,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,152,0,0,0,0
2200029,三连旋转机枪,5%概率触发一次115%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于6%的技能被封印1回合。,,,,,,,,,5,1,13,115,,1,,,,,1,1,,1,,6,100,0,0,0,0
2200030,上帝呢喃,4%概率触发一次90%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,4,6,13,90,,1,,,,1,1,1,,,,,176,0,0,0,0
2200031,魔法束缚,若上一回合未命中敌方，9%概率发动一次80%伤害的纯粹攻击，此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,2,,,,,,2,,9,6,13,80,,1,,,,1,1,1,,,,,161,0,0,0,0
2200032,光之剑,8%概率触发一次纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于3%的技能被封印1回合。,,,,,,,,,8,6,13,100,,1,,,,,1,1,,1,,3,116,0,0,0,0
2200033,真八稚女,7%概率触发一次103%伤害的纯粹攻击。己方战力低于30%时，1%概率触发梦月之洗礼，造成一次206%伤害的纯粹攻击。,,,,,,,,,7,6,13,103,,,,,,,1,1,,,,,184,0,0,0,0
2200034,梦月之洗礼,,,,,30,,,,,1,6,13,206,,,,,,,1,1,,,,,185,0,0,0,0
2200035,大蛇之灭,5%概率触发一次纯粹攻击，己方战力低于30%时，5%概率触发大蛇之荒，造成一次纯粹攻击，在攻击后恢复120%的当前战力。王者等级提高2,,,,,,,,,5,6,13,100,,,,,,,1,1,,,,,180,0,0,0,0
2200036,以太猎刃,110%概率触发一次纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,150,,,,,,110,6,13,100,,,,,,,1,1,,,,,184,0,0,0,0
2200037,藤蔓鞭挞,怪物技能,,,,,,,,,40,6,13,105,,,,,,,1,1,,,,,120,0,0,0,0
2200038,麻痹之噬,怪物技能,2,,,,,,4,,100,99,13,100,,1,,,,,1,1,,1,,16,180,0,0,0,0
2200039,无畏打击,5%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,5,1,13,105,,,,,,,1,1,,,,,150,0,0,0,0
2200040,时代的怪兽,2%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高3。,,,,,,,,,2,6,13,100,,,,,,,1,1,,,,,162,0,0,0,0
2200041,化身亿万,1%概率触发一次150%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高3,,,,,,,,,1,15,13,150,,,,,,,1,1,,,,,91,0,0,0,0
2200042,雷神之锥,30%概率触发一次75%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,30,15,13,75,,,,,,,1,1,,,,,169,0,0,0,0
2200043,刀狩令,3%概率触发一次115%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,3,15,13,115,,1,,,,1,1,1,,,,,96,0,0,0,0
2200044,黑之吹息,8%概率触发一次102%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,8,15,13,102,,,,,,,1,1,,,,,95,0,0,0,0
2200045,命运铁王座,合体技,,,,,,,,,10,1,13,120,,,,,,,1,1,,,,,73,0,0,0,0
2200046,封号套餐,2%概率触发一次130%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于10%的技能被封印1回合。,,,,,,,,,2,1,13,130,,1,,,,,1,1,,1,,10,96,0,0,0,0
2200047,十万伏特,5%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于5%的技能被封印1回合。王者等级提高3。,,,,,,,,,5,5,13,110,,1,,,,,1,1,,1,,5,95,0,0,0,0
2200048,童年回忆,若上一回合未命中敌方，30%概率发动一次80%伤害的纯粹攻击，此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,2,,,,,,2,,30,2,13,80,,1,,,,1,1,1,,,,,100,0,0,0,0
2200049,绝地反击,己方战力低于20%时，4%概率触发一次160%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,20,,,,,4,10,13,160,,,,,,,1,1,,,,,73,0,0,0,0
2200050,若奉孝在,2%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于80%的技能被封印1回合。,,,,,,,,,2,10,13,100,,1,,,,,1,1,,1,,80,90,0,0,0,0
2200051,哎呦，不错哟,25%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,25,1,13,100,,,,,,,1,1,,,,,91,0,0,0,0
2200052,阵列冲刺,25%概率触发一次125%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,25,5,13,125,,,,,,,1,1,,,,,29,0,0,0,0
2200053,惊悚恸哭,75%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,75,9,13,100,,,,,,,1,1,,,,,55,0,0,0,0
2200054,万箭齐发,怪物技能,,,,,,,,,80,100,13,100,,,,,,,1,1,,,,,135,0,0,0,0
2200055,伐逆,怪物技能,,,,,,,,,30,100,13,100,,,,,,,1,1,,,,,34,0,0,0,0
2200056,炎帝,15%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高4。,,,,,,,,,15,10,13,100,,,,,,,1,1,,,,,135,0,0,0,0
2200057,老夫子,10%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高2。,,,,,,,,,10,10,13,100,,,,,,,1,1,,,,,34,0,0,0,0
2200058,寒裘,7%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。先攻等级提高3，防御等级提高3。,,,,,,,,,7,10,13,105,,,,,,,1,1,,,,,91,0,0,0,0
2200059,生长打击,5%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,5,10,13,105,,,,,,,1,1,,,,,162,0,0,0,0
2200060,神剑,己方战力高于50%时，7%概率触发一次100%伤害的纯粹攻击。己方战力低于50%时，4%的概率发动技能“守护手镯”，在攻击后恢复25%的总战力。先攻等级提高10。,,,50,,,,,,7,10,13,100,,,,,,,1,1,,,,,135,0,0,0,0
2200061,开始最强,当回合数为1时，4%的概率触发一次200%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提升4。,,2,,,,,,,4,10,13,200,,,,,,,1,1,,,,,162,0,0,0,0
2200062,葫芦,若上回合击中敌人，5%概率触发一次108%伤害的纯粹攻击，若上回合未击中敌人，有4%概率触发一次115%伤害的纯粹攻击，纯粹攻击无法闪避也无法减少伤害。,2,,,,,,1,,5,10,13,108,,,,,,,1,1,,,,,73,0,0,0,0
2200063,怒火葫芦,若上回合击中敌人，5%概率触发一次108%伤害的纯粹攻击，若上回合未击中敌人，有4%概率触发一次115%伤害的纯粹攻击，纯粹攻击无法闪避也无法减少伤害。,2,,,,,,2,,4,10,13,115,,,,,,,1,1,,,,,96,0,0,0,0
2200064,小霸王,8%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。你每拥有40防御等级增加1王者等级，王者等级最多提升8。,,,,,,,,,8,10,13,110,,,,,,,1,1,,,,,169,0,0,0,0
2200065,正义之剑,5%概率触发一次125%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。同时回合数增加5回合,,,,,,,,,5,10,13,125,,1,,,5,,1,1,,,,,169,0,0,0,0
2200066,守卫之剑,2%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,2,10,13,100,,,,,,,1,1,,,,,169,0,0,0,0
2200067,永恒混沌,8%概率触发一次120%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害，回合数减5。王者等级提高7点。,,,,,,,,,8,10,13,120,,1,,,-5,,1,1,,,,,96,0,0,0,0
2200068,麒麟臂,13%概率触发一次纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,13,10,13,100,,,,,,,1,1,,,,,96,0,0,0,0
2200069,智商碾压,10%概率触发一次100%伤害的纯粹攻击，攻击无法闪避及减伤。击中时，敌人下两次攻击仅造成1点伤害，且敌人技能被封印2回合。王者等级提高5。永久享受合战特权。,,,,,,,,,10,1,13,100,,1,,,,2,1,1,,2,,101,169,0,0,0,0
2200070,断耳射击,8%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,8,10,13,105,,,,,,,1,1,,,,,96,0,0,0,0
2200071,虐杀,8%概率触发一次120%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害，回合数减5。王者等级提高7。,,,,,,,,,8,10,13,120,,1,,,-5,,1,1,,,,,96,0,0,0,0
2200072,黄金箭·光速,8%概率触发一次120%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害，回合数减5。王者等级提高7。,,,,,,,,,8,10,13,120,,1,,,-5,,1,1,,,,,96,0,0,0,0
2200073,S.L.B,己方战力低于300%时，6%概率发动，在攻击后恢复30%的总战力。己方战力高于300%时，6%概率触发一次108%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,300,,,,,,6,10,13,108,,,,,,,1,1,,,,,96,0,0,0,0
2200074,美少年,7%概率触发一次30%伤害的纯粹攻击，攻击无法闪避及减伤。击中时，敌人下次攻击仅造成1点伤害，且敌人技能被封印1回合。王者等级提高8。,,,,,,,,,7,1,13,30,,1,,,,1,1,1,,1,,101,96,0,0,0,0
2200075,屠龙,己方战力高于10%时，3%概率触发一次150%伤害的纯粹攻击。己方战力低于10%时，5%概率造成暴击，暴击时造成400%的伤害且对方无法闪避。王者等级提高5。,,,10,,,,,,3,2,13,150,,,,,,,1,1,,,,,73,0,0,0,0
2200076,我说了算,若上一回合未命中敌方，9%概率发动一次80%伤害的纯粹攻击，此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,2,,,,,,2,,9,6,13,80,,1,,,,1,1,1,,,,,161,0,0,0,0
2200077,姐妹,4%概率发动一次150%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高8。,,,,,,,,,4,1,13,150,,,,,,,1,1,,,,,176,0,0,0,0
2200078,招荡黄金剧场,己方战力高于20%时，4%概率触发一次110%伤害的纯粹攻击，击中敌人时，发动概率高于9%低于16%的技能被封印1回合。己方战力低于20%时，3%概率造成420%暴击，对方无法闪避。王者等级提高6。,,,20,,,,,,4,2,13,110,,1,,,,,1,1,,1,9,16,34,0,0,0,0
2200079,科学麻将,20%概率触发一次40%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于12%的技能被封印1回合。,,,,,,,,,20,1,13,40,,1,,,,,1,1,,1,,12,73,0,0,0,0
2200080,魔王降临,若上一回合被敌方击中，16%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高6。,,,,,,,3,,16,10,13,105,,,,,,,1,1,,,,,34,0,0,0,0
2200081,无我.武士,己方战力高于20%，10%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。己方战力低于20%时，1%概率触发一次200%伤害的纯粹攻击。先攻等级提高10。,,,,20,,,,,1,1,13,200,,,,,,,1,1,,,,,91,0,0,0,0
2200082,零式,2%概率发动一次10%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人的下两次攻击只会造成1点伤害。王者等级提高5。,,,,,,,,,2,2,13,10,,1,,,,2,1,1,,,,,95,0,0,0,0
2200083,热血无敌,2%概率发动一次200%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高12。,,,,,,,,,2,1,13,200,,,,,,,1,1,,,,,96,0,0,0,0
2200084,老树拔根,60%概率造成100%纯粹伤害,,,,,,,,,60,99,13,50,,,,,,,1,1,,,,,73,0,0,0,0
2200085,棋枰对决,,20,,,,,,,,1,1,13,180,,,,,,,1,1,,,,,96,0,0,0,0
2200086,塔主的反击,第2回合时，己方战力低于40%，必定触发一次90%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人的所有技能被封印3回合。,1,3,,40,,,,,110,1,13,90,,1,,,,,1,1,,3,,101,169,0,0,0,0
2200087,塔主的先手,根据敌方当前血量回复,,2,,,,,,,110,1,13,30,,1,,,,,1,1,,2,,101,169,0,0,0,0
2200088,塔主的蔑视,战斗回合高于2，低于8时，必定触发一次50%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,8,,,,,,,110,99,13,50,,,,,,,1,1,,,,,169,0,0,0,0
2200089,塔主的平A,战斗回合高于7时，必定触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,110,99,13,100,,,,,,,1,1,,,,,169,0,0,0,0
2200090,青藤纹样,己方战力高于50%时，6%概率触发100%伤害的纯粹伤害，封印敌人低于6%概率技能一回合； 己方战力低于50%时，8%概率触发85%伤害的纯粹伤害，虚弱敌人一回合，限制1次。王者等级提高5。永久享受合战特权。,,,50,,,,,,6,1,13,100,,1,,,,,1,1,,1,,6,96,0,0,0,0
2200091,青藤纹样,,,,,50,,,,,8,1,13,85,,1,,,,1,1,1,,,,,34,0,0,0,0
2200092,闪耀长枪,1%概率发动一次108%伤害的纯粹攻击，命中后敌人发动概率低于16%的技能被封印1回合。,,,,,,,,,1,1,13,108,,1,,,,,1,1,,1,,16,169,0,0,0,0
2200093,宝石魔术,12%概率发动一次105%伤害的纯粹攻击，命中敌人后发动概率低于6%的暴击技能被封印1回合，回合数减5。王者等级提高7。,,,,,,,,,12,3,13,105,,1,,,-5,,1,1,2,1,,6,96,0,0,0,0
2200094,真实之颜,4%概率发动一次100%伤害的纯粹攻击，命中后虚弱敌人一回合。王者等级提高7。,,,,,,,,,4,1,13,100,,1,,,,1,1,1,,,,,34,0,0,0,0
2200095,疾速信标,12%概率发动一次110%伤害的纯粹攻击，命中后王者等级提高10点。王者等级提高5。,,,,,,,,,12,6,13,110,,1,0|0|0|10,,,,1,1,,,,,96,0,0,0,0
2200096,真·契约之咏唱,战斗回合高于3时，50%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,3,,,,,,,,50,10,13,105,,,,,,,1,1,,,,,52,0,0,0,0
2200097,极·契约之咏唱,12%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,12,10,13,110,,,,,,,1,1,,,,,52,0,0,0,0
2200098,无限圣光（弃用）,5%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。,,,,,,,,,5,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
2200099,无限圣光·改（弃用）,10%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。,,,,,,,,,10,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
2200100,真·无限圣光（弃用）,15%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。,,,,,,,,,15,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
2200101,极·无限圣光（弃用）,20%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。,,,,,,,,,20,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
2200102,契约之咏唱·改,战斗回合高于4时，50%概率触发一次102%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,4,,,,,,,,50,10,13,102,,,,,,,1,1,,,,,52,0,0,0,0
2200103,吸收,王者等级提高5。7%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害，命中后封印根据己方总血量进行回复类技能一回合。,,,,,,,,,7,6,13,105,,1,,,,,1,1,10,1,,,34,0,0,0,0
2200104,友人帐,15%概率发动一次100%伤害的纯粹攻击，此攻击击中敌人时，敌人的王者等级减少20。己方战力低于20%时，10%概率发动10%伤害的一次性纯粹攻击，此攻击击中敌人时，敌人的下俩次攻击只会造成1点伤害。,,,20,,,,,,15,6,13,100,,1,,0|0|0|-20,,,1,1,,,,,96,0,0,0,0
2200105,友人帐.极,,,,,20,,,,,10,1,13,10,,1,,,,2,1,1,,,,,96,0,0,0,0
2200106,诸王的王座,敌方战力低于200%，5%概率触发一次125%伤害的纯粹攻击。敌方战力高于200%，20%概率发动不可闪避攻击提高己方战力，提高值是敌方25%当前战力，发动后双方闪避等级减低25，下一次敌方攻击造成1点伤害。,,,,,,200,,,5,6,13,125,,,,,,,1,1,,,,,73,0,0,0,0
2200107,精准定位,6%概率造成暴击，暴击时造成320%的伤害且对方无法闪避。回合数低于5时，5%概率触发“精准定位”，发动后有10%伤害的纯粹攻击，命中后己方先攻提高40，封印敌方所有技能，敌人下次攻击仅造成1点伤害。,,5,,,,,,,5,1,13,10,,1,40|0|0|0,,,1,1,1,,1,,101,34,0,0,0,0
2200108,银河流星剑,5%概率发动125%伤害纯粹攻击，此攻击击中敌人时，敌人发动概率低于8%的技能被封印1回合。王者等级提高7。,,,,,,,,,5,6,13,125,,1,,,,,1,1,,1,,8,52,0,0,0,0
2200109,咒杀,战斗回合低于7回时，15%概率触发一次1%伤害的纯粹攻击。此攻击击中敌人时，敌人的下一次攻击只能造成1点伤害，封印根据己方总血量进行回复类技能两回合。先攻等级提高8。,,7,,,,,,,15,1,13,1,,1,,,,1,1,1,10,2,,,34,8,0,0,0
2200110,污秽之手,1%概率造成0%破防暴击的伤害且对方无法闪避，1%概率160%纯粹。先攻等级提高10，王者等级提高5。,,,,,,,,,1,1,13,160,,,,,,,1,1,,,,,34,0,0,0,0
2200111,空间切割,9%概率发动105%伤害的纯粹攻击，命中后王者提高15，回合数-7。王者等级提高8。,,,,,,,,,9,6,13,105,,1,0|0|0|15,,-7,,1,1,,,,,96,0,0,0,8
