ID,怪物组名,怪物构成,战斗力,英雄技能,先攻等级,防御等级,闪避等级,王者等级,备注
9000138,魔铁杂兵lv138,20000002|20000002,5654000,1200035|1100014|1100014|2100005,0,140,120,,
9000139,魔铁杂兵lv139,20000002|20000002,5736000,1200035|1100014|1100014|2100005,0,140,120,,
9000140,魔铁杂兵lv140,20000002|20000002,5818000,1200035|1100014|1100014|2100005,0,140,120,,
9000141,魔铁杂兵lv141,20000002|20000002|20000002,5900000,1200035|1100014|1100014|1900007,0,140,150,,
9000142,魔铁杂兵lv142,20000002|20000002|20000002,5982000,1200035|1100014|1100014|1900007,0,140,150,,
9000143,魔铁杂兵lv143,20000002|20000002|20000002,6064000,1200035|1100014|1100014|1900007,0,140,150,,
9000144,魔铁杂兵lv144,20000002|20000002|20000002,6146000,1200035|1100014|1100014|1900007,0,140,150,,
9000145,魔铁杂兵lv145,20000002|20000002|20000002,6228000,1200035|1100014|1100014|1900007,0,150,150,,
9000146,魔铁杂兵lv146,20000002|20000002|20000002,6310000,1200035|1100014|1100014|1900007,0,150,150,,
9000147,魔铁杂兵lv147,20000002|20000002|20000002,6392000,1200035|1100014|1100014|1900007,0,150,150,,
9000148,魔铁杂兵lv148,20000002|20000002|20000002,6474000,1200035|1100014|1100014|1900007,0,150,150,,
9000149,魔铁杂兵lv149,20000002|20000002|20000002,6556000,1200035|1100014|1100014|1900007,0,150,150,,
9000150,魔铁杂兵lv150,20000002|20000002|20000002,6638000,1200035|1100014|1100014|1900007,0,150,150,,
9000151,魔铁杂兵lv151,20000002|20000002|20000002,6720000,1200035|1100014|1100014|1900007,0,150,150,,
9000152,魔铁杂兵lv152,20000002|20000002|20000002,6802000,1200035|1100014|1100014|1900007,0,150,150,,
9000153,魔铁杂兵lv153,20000002|20000002|20000002,6884000,1200035|1100014|1100014|1900007,0,150,150,,
9000154,魔铁杂兵lv154,20000002|20000002|20000002,6966000,1200035|1100014|1100014|1900007,0,150,150,,
9000155,魔铁杂兵lv155,20000002|20000002|20000002,7048000,1200035|1100014|1100014|1900007,0,150,150,,
9000156,魔铁杂兵lv156,20000002|20000002|20000002,7130000,1200035|1100014|1100014|1900007,0,160,150,,
9000157,魔铁杂兵lv157,20000002|20000002|20000002,7212000,1200035|1100014|1100014|1900007,0,160,150,,
9000158,魔铁杂兵lv158,20000002|20000002|20000002,7294000,1200035|1100014|1100014|1900007,0,160,150,,
9000159,魔铁杂兵lv159,20000002|20000002|20000002,7376000,1200035|1100014|1100014|1900007,0,160,150,,
9000160,魔铁杂兵lv160,20000002|20000002|20000002,7458000,1200035|1100014|1100014|1900007,0,160,150,,
9000161,魔铁杂兵lv161,20000002|20000002|20000002,7540000,1200035|1100014|1100014|1900007,0,160,150,,
9000162,魔铁杂兵lv162,20000002|20000002|20000002,7622000,1200035|1100014|1100014|1900007,0,160,150,,
9000163,魔铁杂兵lv163,20000002|20000002|20000002,7704000,1200035|1100014|1100014|1900007,0,160,150,,
9000164,魔铁杂兵lv164,20000002|20000002|20000002,7786000,1200035|1100014|1100014|1900007,0,160,150,,
9000165,魔铁杂兵lv165,20000002|20000002|20000002,7868000,1200035|1100014|1100014|1900007,0,160,150,,
9000166,魔铁杂兵lv166,20000002|20000002|20000002,7950000,1200035|1100014|1100014|1900007,0,160,150,,
9000167,魔铁杂兵lv167,20000002|20000002|20000002,8032000,1200035|1100014|1100014|1900007,0,160,150,,
9000168,魔铁杂兵lv168,20000002|20000002|20000002,8114000,1200035|1100014|1100014|1900007,0,170,150,,
9000169,魔铁杂兵lv169,20000002|20000002|20000002,8196000,1200035|1100014|1100014|1900007,0,170,150,,
9000170,魔铁杂兵lv170,20000002|20000002|20000002,8278000,1200035|1100014|1100014|1900007,0,170,150,,
9000171,魔铁杂兵lv171,20000002|20000002|20000002,8360000,1200035|1100014|1100014|1900007,0,170,150,,
9000172,魔铁杂兵lv172,20000002|20000002|20000002,8442000,1200035|1100014|1100014|1900007,0,170,150,,
9000173,魔铁杂兵lv173,20000002|20000002|20000002,8524000,1200035|1100014|1100014|1900007,0,170,150,,
9000174,魔铁杂兵lv174,20000002|20000002|20000002,8606000,1200035|1100014|1100014|1900007,0,170,150,,
9000175,魔铁杂兵lv175,20000002|20000002|20000002,8688000,1200035|1100014|1100014|1900007,0,170,150,,
9000176,魔铁杂兵lv176,20000002|20000002|20000002,8770000,1200035|1100014|1100014|1900007,0,170,150,,
9000177,魔铁杂兵lv177,20000002|20000002|20000002,8852000,1200035|1100014|1100014|1900007,0,170,150,,
9000178,魔铁杂兵lv178,20000002|20000002|20000002,8934000,1200035|1100014|1100014|1900007,0,170,150,,
9000179,魔铁杂兵lv179,20000002|20000002|20000002,9016000,1200035|1100014|1100014|1900007,0,180,150,,
9000180,魔铁杂兵lv180,20000002|20000002|20000002,9098000,1200035|1100014|1100014|1900007,0,180,150,,
9000181,魔铁杂兵lv181,20000002|20000002|20000002,9180000,1200035|1100014|1100014|1900007,0,180,150,,
9000182,魔铁杂兵lv182,20000002|20000002|20000002,9262000,1200035|1100014|1100014|1900007,0,180,150,,
9000183,魔铁杂兵lv183,20000002|20000002|20000002,9344000,1200035|1100014|1100014|1900007,0,180,150,,
9000184,魔铁杂兵lv184,20000002|20000002|20000002,9426000,1200035|1100014|1100014|1900007,0,180,150,,
9000185,魔铁杂兵lv185,20000002|20000002|20000002,9508000,1200035|1100014|1100014|1900007,0,180,150,,
9000186,魔铁杂兵lv186,20000002|20000002|20000002,9590000,1200035|1100014|1100014|1900007,0,180,150,,
9000187,魔铁杂兵lv187,20000002|20000002|20000002,9672000,1200035|1100014|1100014|1900007,0,180,150,,
9000188,魔铁杂兵lv188,20000002|20000002|20000002,9754000,1200035|1100014|1100014|1900007,0,180,150,,
9000189,魔铁杂兵lv189,20000002|20000002|20000002,9836000,1200035|1100014|1100014|1900007,0,180,150,,
9000190,魔铁杂兵lv190,20000002|20000002|20000002,9918000,1200035|1100014|1100014|1900007,0,180,150,,
9000191,魔铁杂兵lv191,20000002|20000002|20000002,10000000,1200035|1100014|1100014|1900007,0,190,150,,
9000192,魔铁杂兵lv192,20000002|20000002|20000002,10082000,1200035|1100014|1100014|1900007,0,190,150,,
9000193,魔铁杂兵lv193,20000002|20000002|20000002,10164000,1200035|1100014|1100014|1900007,0,190,150,,
9000194,魔铁杂兵lv194,20000002|20000002|20000002,10246000,1200035|1100014|1100014|1900007,0,190,150,,
9000195,魔铁杂兵lv195,20000002|20000002|20000002,10328000,1200035|1100014|1100014|1900007,0,190,150,,
9000196,魔铁杂兵lv196,20000002|20000002|20000002,10410000,1200035|1100014|1100014|1900007,0,190,150,,
9000197,魔铁杂兵lv197,20000002|20000002|20000002,10492000,1200035|1100014|1100014|1900007,0,190,150,,
9000198,魔铁杂兵lv198,20000002|20000002|20000002,10574000,1200035|1100014|1100014|1900007,0,190,150,,
9000199,魔铁杂兵lv199,20000002|20000002|20000002,10656000,1200035|1100014|1100014|1900007,0,190,150,,
9000200,魔铁杂兵lv200,20000002|20000002|20000002,10738000,1200035|1100014|1100014|1900007,0,190,150,,
9000201,魔铁杂兵lv201,20000002|20000002|20000002|20000002,10830000,1200035|1100014|1100014|1900007,10,190,150,,
9000202,魔铁杂兵lv202,20000002|20000002|20000002|20000002,10922000,1200035|1100014|1100014|1900007,0,200,150,,
9000203,魔铁杂兵lv203,20000002|20000002|20000002|20000002,11014000,1200035|1100014|1100014|1900007,0,200,150,,
9000204,魔铁杂兵lv204,20000002|20000002|20000002|20000002,11106000,1200035|1100014|1100014|1900007,0,200,150,,
9000205,魔铁杂兵lv205,20000002|20000002|20000002|20000002,11198000,1200035|1100014|1100014|1900007,0,200,150,,
9000206,魔铁杂兵lv206,20000002|20000002|20000002|20000002,11290000,1200035|1100014|1100014|1900007,10,200,150,,
9000207,魔铁杂兵lv207,20000002|20000002|20000002|20000002,11382000,1200035|1100014|1100014|1900007,0,200,150,,
9000208,魔铁杂兵lv208,20000002|20000002|20000002|20000002,11474000,1200035|1100014|1100014|1900007,0,200,150,,
9000209,魔铁杂兵lv209,20000002|20000002|20000002|20000002,11566000,1200035|1100014|1100014|1900007,0,200,150,,
9000210,魔铁杂兵lv210,20000002|20000002|20000002|20000002,11658000,1200035|1100014|1100014|1900007,0,200,150,,
9000211,魔铁杂兵lv211,20000002|20000002|20000002|20000002,11750000,1200035|1100014|1100014|1900007,10,200,150,,
9000212,魔铁杂兵lv212,20000002|20000002|20000002|20000002,11842000,1200035|1100014|1100014|1900007,0,200,150,,
9000213,魔铁杂兵lv213,20000002|20000002|20000002|20000002,11934000,1200035|1100014|1100014|1900007,0,210,150,,
9000214,魔铁杂兵lv214,20000002|20000002|20000002|20000002,12026000,1200035|1100014|1100014|1900007,0,210,150,,
9000215,魔铁杂兵lv215,20000002|20000002|20000002|20000002,12118000,1200035|1100014|1100014|1900007,0,210,150,,
9000216,魔铁杂兵lv216,20000002|20000002|20000002|20000002,12210000,1200035|1100014|1100014|1900007,10,210,150,,
9000217,魔铁杂兵lv217,20000002|20000002|20000002|20000002,12302000,1200035|1100014|1100014|1900007,0,210,150,,
9000218,魔铁杂兵lv218,20000002|20000002|20000002|20000002,12394000,1200035|1100014|1100014|1900007,0,210,150,,
9000219,魔铁杂兵lv219,20000002|20000002|20000002|20000002,12486000,1200035|1100014|1100014|1900007,0,210,150,,
9000220,魔铁杂兵lv220,20000002|20000002|20000002|20000002,12578000,1200035|1100014|1100014|1900007,0,210,150,,
9000221,魔铁杂兵lv221,20000002|20000002|20000002|20000002,12670000,1200035|1100014|1100014|1900007,10,210,150,,
9000222,魔铁杂兵lv222,20000002|20000002|20000002|20000002,12762000,1200035|1100014|1100014|1900007,0,210,150,,
9000223,魔铁杂兵lv223,20000002|20000002|20000002|20000002,12854000,1200035|1100014|1100014|1900007,0,210,150,,
9000224,魔铁杂兵lv224,20000002|20000002|20000002|20000002,12946000,1200035|1100014|1100014|1900007,0,210,150,,
9000225,魔铁杂兵lv225,20000002|20000002|20000002|20000002,13038000,1200035|1100014|1100014|1900007,0,220,150,,
9000226,魔铁杂兵lv226,20000002|20000002|20000002|20000002,13130000,1200035|1100014|1100014|1900007,10,220,150,,
9000227,魔铁杂兵lv227,20000002|20000002|20000002|20000002,13222000,1200035|1100014|1100014|1900007,0,220,150,,
9000228,魔铁杂兵lv228,20000002|20000002|20000002|20000002,13314000,1200035|1100014|1100014|1900007,0,220,150,,
9000229,魔铁杂兵lv229,20000002|20000002|20000002|20000002,13406000,1200035|1100014|1100014|1900007,0,220,150,,
9000230,魔铁杂兵lv230,20000002|20000002|20000002|20000002,13498000,1200035|1100014|1100014|1900007,0,220,150,,
9000231,魔铁杂兵lv231,20000002|20000002|20000002|20000002,13590000,1200035|1100014|1100014|1900007,20,220,150,,
9000232,魔铁杂兵lv232,20000002|20000002|20000002|20000002,13682000,1200035|1100014|1100014|1900007,20,220,150,,
9000233,魔铁杂兵lv233,20000002|20000002|20000002|20000002,13774000,1200035|1100014|1100014|1900007,20,220,150,,
9000234,魔铁杂兵lv234,20000002|20000002|20000002|20000002,13866000,1200035|1100014|1100014|1900007,20,220,150,,
9000235,魔铁杂兵lv235,20000002|20000002|20000002|20000002,13958000,1200035|1100014|1100014|1900007,20,220,150,,
9000236,魔铁杂兵lv236,20000002|20000002|20000002|20000002,14050000,1200035|1100014|1100014|1900007,20,230,150,,
9000237,魔铁杂兵lv237,20000002|20000002|20000002|20000002,14142000,1200035|1100014|1100014|1900007,20,230,150,,
9000238,魔铁杂兵lv238,20000002|20000002|20000002|20000002,14234000,1200035|1100014|1100014|1900007,20,230,150,,
9000239,魔铁杂兵lv239,20000002|20000002|20000002|20000002,14326000,1200035|1100014|1100014|1900007,20,230,150,,
9000240,魔铁杂兵lv240,20000002|20000002|20000002|20000002,14418000,1200035|1100014|1100014|1900007,20,230,150,,
9000241,魔铁杂兵lv241,20000002|20000002|20000002|20000002,14510000,1200035|1100014|1100014|1900007,20,230,150,,
9000242,魔铁杂兵lv242,20000002|20000002|20000002|20000002,14602000,1200035|1100014|1100014|1900007,20,230,150,,
9000243,魔铁杂兵lv243,20000002|20000002|20000002|20000002,14694000,1200035|1100014|1100014|1900007,20,230,150,,
9000244,魔铁杂兵lv244,20000002|20000002|20000002|20000002,14786000,1200035|1100014|1100014|1900007,20,230,150,,
9000245,魔铁杂兵lv245,20000002|20000002|20000002|20000002,14878000,1200035|1100014|1100014|1900007,20,230,150,,
9000246,魔铁杂兵lv246,20000002|20000002|20000002|20000002,14970000,1200035|1100014|1100014|1900007,20,230,150,,
9000247,魔铁杂兵lv247,20000002|20000002|20000002|20000002,15062000,1200035|1100014|1100014|1900007,20,230,150,,
9000248,魔铁杂兵lv248,20000002|20000002|20000002|20000002,15154000,1200035|1100014|1100014|1900007,20,240,150,,
9000249,魔铁杂兵lv249,20000002|20000002|20000002|20000002,15246000,1200035|1100014|1100014|1900007,20,240,150,,
9000250,魔铁杂兵lv250,20000002|20000002|20000002|20000002,15338000,1200035|1100014|1100014|1900007,20,240,150,,
9000251,魔铁杂兵lv251,20000002|20000002|20000002|20000002,15430000,1200035|1100014|1100014|1900007,20,240,160,,
9000252,魔铁杂兵lv252,20000002|20000002|20000002|20000002,15522000,1200035|1100014|1100014|1900007,20,240,170,,
9000253,魔铁杂兵lv253,20000002|20000002|20000002|20000002,15614000,1200035|1100014|1100014|1900007,20,240,180,,
9000254,魔铁杂兵lv254,20000002|20000002|20000002|20000002,15706000,1200035|1100014|1100014|1900007,20,240,190,,
9000255,魔铁杂兵lv255,20000002|20000002|20000002|20000002,15798000,1200035|1100014|1100014|1900007,20,240,200,,
9000256,魔铁杂兵lv256,20000002|20000002|20000002|20000002,15890000,1200035|1100014|1100014|1900007,20,240,210,,
9000257,魔铁杂兵lv257,20000002|20000002|20000002|20000002,15982000,1200035|1100014|1100014|1900007,20,240,220,,
9000258,魔铁杂兵lv258,20000002|20000002|20000002|20000002,16074000,1200035|1100014|1100014|1900007,20,240,230,,
9000259,魔铁杂兵lv259,20000002|20000002|20000002|20000002,16166000,1200035|1100014|1100014|1900007,20,250,240,,
9000260,魔铁杂兵lv260,20000002|20000002|20000002|20000002,16258000,1200035|1100014|1100014|1900007,20,250,242,,
9000261,魔铁杂兵lv261,20000002|20000002|20000002|20000002,16350000,1200035|1100014|1100014|1900007,20,250,244,,
9000262,魔铁杂兵lv262,20000002|20000002|20000002|20000002,16442000,1200035|1100014|1100014|1900007,20,250,246,,
9000263,魔铁杂兵lv263,20000002|20000002|20000002|20000002,16534000,1200035|1100014|1100014|1900007,20,250,248,,
9000264,魔铁杂兵lv264,20000002|20000002|20000002|20000002,16626000,1200035|1100014|1100014|1900007,20,250,250,,
9000265,魔铁杂兵lv265,20000002|20000002|20000002|20000002,16718000,1200035|1100014|1100014|1900007,20,250,250,,
9000266,魔铁杂兵lv266,20000002|20000002|20000002|20000002,16810000,1200035|1100014|1100014|1900007,20,250,250,,
9000267,魔铁杂兵lv267,20000002|20000002|20000002|20000002,16902000,1200035|1100014|1100014|1900007,20,250,250,,
9000268,魔铁杂兵lv268,20000002|20000002|20000002|20000002,16994000,1200035|1100014|1100014|1900007,20,250,250,,
9000269,魔铁杂兵lv269,20000002|20000002|20000002|20000002,17086000,1200035|1100014|1100014|1900007,20,250,250,,
9000270,魔铁杂兵lv270,20000002|20000002|20000002|20000002,17178000,1200035|1100014|1100014|1900007,20,260,250,,
9000271,魔铁杂兵lv271,20000002|20000002|20000002|20000002,17270000,1200035|1100014|1100014|1900007,20,260,250,,
9000272,魔铁杂兵lv272,20000002|20000002|20000002|20000002,17362000,1200035|1100014|1100014|1900007,20,260,250,,
9000273,魔铁杂兵lv273,20000002|20000002|20000002|20000002,17454000,1200035|1100014|1100014|1900007,20,260,250,,
9000274,魔铁杂兵lv274,20000002|20000002|20000002|20000002,17546000,1200035|1100014|1100014|1900007,20,260,250,,
9000275,魔铁杂兵lv275,20000002|20000002|20000002|20000002,17638000,1200035|1100014|1100014|1900007,20,260,250,,
9000276,魔铁杂兵lv276,20000002|20000002|20000002|20000002,17730000,1200035|1100014|1100014|1900007,20,260,250,,
9000277,魔铁杂兵lv277,20000002|20000002|20000002|20000002,17822000,1200035|1100014|1100014|1900007,20,260,250,,
9000278,魔铁杂兵lv278,20000002|20000002|20000002|20000002,17914000,1200035|1100014|1100014|1900007,20,260,250,,
9000279,魔铁杂兵lv279,20000002|20000002|20000002|20000002,18006000,1200035|1100014|1100014|1900007,20,260,250,,
9000280,魔铁杂兵lv280,20000002|20000002|20000002|20000002,18098000,1200035|1100014|1100014|1900007,20,260,250,,
9000281,魔铁杂兵lv281,20000002|20000002|20000002|20000002,18190000,1200035|1100014|1100014|1900007,20,260,250,,
9000282,魔铁杂兵lv282,20000002|20000002|20000002|20000002,18282000,1200035|1100014|1100014|1900007,20,270,250,,
9000283,魔铁杂兵lv283,20000002|20000002|20000002|20000002,18374000,1200035|1100014|1100014|1900007,20,270,250,,
9000284,魔铁杂兵lv284,20000002|20000002|20000002|20000002,18466000,1200035|1100014|1100014|1900007,20,270,250,,
9000285,魔铁杂兵lv285,20000002|20000002|20000002|20000002,18558000,1200035|1100014|1100014|1900007,20,270,250,,
9000286,魔铁杂兵lv286,20000002|20000002|20000002|20000002,18650000,1200035|1100014|1100014|1900007,20,270,250,,
9000287,魔铁杂兵lv287,20000002|20000002|20000002|20000002,18742000,1200035|1100014|1100014|1900007,20,270,250,,
9000288,魔铁杂兵lv288,20000002|20000002|20000002|20000002,18834000,1200035|1100014|1100014|1900007,20,270,250,,
9000289,魔铁杂兵lv289,20000002|20000002|20000002|20000002,18926000,1200035|1100014|1100014|1900007,20,270,250,,
9000290,魔铁杂兵lv290,20000002|20000002|20000002|20000002,19018000,1200035|1100014|1100014|1900007,20,270,250,,
