ID,事件名,事件描述,事件等级,Mercenary ID,任务类型（1，战斗任务 2，道具任务 3，资源任务 4，纯事件）,怪物组ID,战斗怪物组,需求道具,货币类型,需求数量,失败冷却（单位秒）,奖励组,掉落次数
1000402,战斗事件,#2#什么时候感觉心都凉了？#1#在你用了封印了我6%以下的技能我还躲不掉的时候,,18000031,1,1000402,,,1,846,2,100040200,1
1000403,战斗事件,#1#你也是和他们一样的吗#2#不一样，我比他们更强，在我出手后，8%以下的技能都没有出手机会了,,18000038,1,1000403,,,1,846,2,100040300,1
1000404,战斗事件,#1#听说韩国女神撕逼的时候都是很狠的#2#没错，吵起来绝对狂轰滥炸让你10%以下的都没有办法出手,,17000030,1,1000404,,,1,846,2,100040400,1
1000405,战斗事件,#1#奶茶妹妹是自己国家人，应该比较温柔#2#我不出阴招，只是封印你12%以下的技能,,18000036,1,1000405,,,1,846,2,100040500,1
1000406,战斗事件,#1#你看起来好像不开心，是和亚瑟吵架了吗？#1#亚瑟不相信我#2#但尽管如此，你和亚瑟就是命运,,17000012,1,1000406,,,1,721,2,100040600,1
1000407,战斗事件,#1#你害怕夜晚吗？#2#夜晚是我的朋友，没有什么令我惧怕的东西，为了法兰西，我视死如归。,,19000010,1,1000407,,,1,721,2,100040700,1
1000408,战斗事件,#1#你最敬佩的人是谁？#2#还用说吗。我在老爹的坟前发过誓了，要成为像他一样伟大的驱魔师，把魔神揍飞！,,18000008,1,1000408,,,1,721,2,100040800,1
1000409,战斗事件,#2#关羽在此，尔等受死！#1#那我就不客气了！,,18000009,1,1000409,,,1,721,2,100040900,1
1000410,战斗事件,#2#我最大的希望，就是有一天可以找到原谅自己的方法。#1#你是想赎罪的吗……,,18000006,1,1000410,,,1,721,2,100041000,1
1000411,战斗事件,#1#我一直觉得魔法师很棘手，因为可以变身的技能什么的太犯规了。#2#在我出手后你就会受到狂起影响，5%以下的技能都无法施展……,,17000012,1,1000411,,,1,793,2,100041100,1
1000412,战斗事件,#2#我知道你注意到了这里的人都会收到封印#2#恩，我出手后将封印你6%以下的技能,,19000010,1,1000412,,,1,793,2,100041200,1
1000413,战斗事件,#2#这就让你见识一下撒旦之子的变身之力！8%封印！#1#可以变身也好，能够封印也好，统统放马过来咯,,18000008,1,1000413,,,1,793,2,100041300,1
1000414,战斗事件,#2#关云长在此！触怒我之人将接受我的惩罚！#1#关公你应该不可以变身才对#2#我不变身！我只出刀封印了你10%以下的技能！,,18000009,1,1000414,,,1,793,2,100041400,1
1000415,战斗事件,#2#以吾之躯变身为狂之战士。给予任何阻拦我的人以封印一击！#1#哇，你究竟封印了多少啊，你说啊,,18000006,1,1000415,,,1,793,2,100041500,1
1000416,战斗事件,#1#我一直觉得魔法师很棘手，因为可以变身的技能什么的太犯规了。#2#在我出手后你就会受到狂起影响，5%以下的技能都无法施展……,,17000012,1,1000416,,,1,872,2,100041600,1
1000417,战斗事件,#2#我知道你注意到了这里的人都会收到封印#2#恩，我出手后将封印你6%以下的技能,,19000010,1,1000417,,,1,872,2,100041700,1
1000418,战斗事件,#2#这就让你见识一下撒旦之子的变身之力！8%封印！#1#可以变身也好，能够封印也好，统统放马过来咯,,18000008,1,1000418,,,1,872,2,100041800,1
1000419,战斗事件,#2#关云长在此！触怒我之人将接受我的惩罚！#1#关公你应该不可以变身才对#2#我不变身！我只出刀封印了你10%以下的技能！,,18000009,1,1000419,,,1,872,2,100041900,1
1000420,战斗事件,#2#以吾之躯变身为狂之战士。给予任何阻拦我的人以封印一击！#1#哇，你究竟封印了多少啊，你说啊,,18000006,1,1000420,,,1,872,2,100042000,1
1000421,战斗事件,"#1#你好靓哦#2#晚妆初了明肌雪，春殿嫔娥鱼贯列#1#你有男朋友吗？#2#春心莫共花争发,一寸相思一寸灰",,17000025,1,1000421,,,1,761,2,100042100,1
1000422,战斗事件,#2#曾经有一份真挚的感情摆在我的面前我没有珍惜，等我失去的时候才追悔莫及，人间最痛苦的事莫过于此。#1#曾经有一张演唱会门票放在我面前我没有珍惜，等我失去的时候我才后悔莫及，人间最痛苦的事莫过于此。,,18000041,1,1000422,,,1,761,2,100042200,1
1000423,战斗事件,#1#你的脸怎么了？#2#我自己抽的。#1#干嘛打自己的脸？？！#2#昨天有个人说喜欢至尊宝，于是我就抽肿了自己的脸告诉她是宝宝亲的。,,19000051,1,1000423,,,1,761,2,100042300,1
1000424,战斗事件,#2#这个世界上除了相公的消息我都没有兴趣知道#1#我有你相公消息#2#！！#1#但是我想先和你一战#2#好，我答应你。,,17000026,1,1000424,,,1,761,2,100042400,1
1000425,战斗事件,#1#同是梁山好汉，都是有心建立功名，封妻荫子的，而你志在何处？#2#平生不修善果，只爱杀人放火。忽地顿开金绳，这里扯断玉锁。咦！钱塘江上潮信来，今日方知我是我。,,18000025,1,1000425,,,1,761,2,100042500,1
1000426,战斗事件,#2#你看起来有点虚弱#1#你下的手还装什么蒜！看我绝地反击！#2#15%以下都被我封印了，你还怎么打？#1#按照我损失的血量来对你造成伤害呀,,17000025,1,1000426,,,1,837,2,100042600,1
1000427,战斗事件,#2#注意到了吗？#1#什么？#2#封印了你15%以下的技能，看你如何破解,,18000041,1,1000427,,,1,837,2,100042700,1
1000428,战斗事件,#2#我的意中人一定会踩着五彩祥云来接我，在这之前，所以挡我爱者都得死！#1#我没有阻拦你恋爱的意思啊#2#总之我要让你虚弱，15%以下的技能都无法施展！,,19000051,1,1000428,,,1,837,2,100042800,1
1000429,战斗事件,#1#来战吧！我不怕你！不过是封印15%以下的技能，完全不是事儿！#2#我只是来找我相公,,17000026,1,1000429,,,1,837,2,100042900,1
1000430,战斗事件,#2#钱塘江上潮信来，今日方知我是我。#1#你不是倒拔杨柳的鲁智深嘛！#2#拔杨柳算什么！看我的封印十五你还能不能受的了！,,18000025,1,1000430,,,1,837,2,100043000,1
1000431,战斗事件,#2#你看起来有点虚弱#1#你下的手还装什么蒜！看我绝地反击！#2#15%以下都被我封印了，你还怎么打？#1#按照我损失的血量来对你造成伤害呀,,17000025,1,1000431,,,1,921,2,100043100,1
1000432,战斗事件,#2#注意到了吗？#1#什么？#2#封印了你15%以下的技能，看你如何破解,,18000041,1,1000432,,,1,921,2,100043200,1
1000433,战斗事件,#2#我的意中人一定会踩着五彩祥云来接我，在这之前，所以挡我爱者都得死！#1#我没有阻拦你恋爱的意思啊#2#总之我要让你虚弱，15%以下的技能都无法施展！,,19000051,1,1000433,,,1,921,2,100043300,1
1000434,战斗事件,#1#来战吧！我不怕你！不过是封印15%以下的技能，完全不是事儿！#2#我只是来找我相公,,17000026,1,1000434,,,1,921,2,100043400,1
1000435,战斗事件,#2#钱塘江上潮信来，今日方知我是我。#1#你不是倒拔杨柳的鲁智深嘛！#2#拔杨柳算什么！看我的封印十五你还能不能受的了！,,18000025,1,1000435,,,1,921,2,100043500,1
1000436,战斗事件,#1#我发现每次第一关遇到的人都是渣渣#2#别逼我，否则我牛起来，一发不可收拾。,,13000003,1,1000436,,,1,836,2,100043600,1
1000437,战斗事件,#1#其实我可羡慕你了，不仅能顺旁边人的，隔一个人也能顺。#2#别说了，上次在诸葛亮家打牌，8个人，她媳妇坐我对面都能顺到我，我能说啥,,18000026,1,1000437,,,1,836,2,100043700,1
1000438,战斗事件,#1#长坂坡七进七出真是太棒了！#2#张飞这孙子，让我断后也不给个地图，长板桥到底在哪啊？,,18000010,1,1000438,,,1,836,2,100043800,1
1000439,战斗事件,#1#曹操有郭嘉，刘备有孔明，孙权有周瑜，你说你有啥(→_→)#2#我有貂蝉！！！,,18000011,1,1000439,,,1,836,2,100043900,1
1000440,战斗事件,#2#曾经有一个神医华佗站在我的面前，我没有珍惜，直到犯病后我才追悔莫及，人世间最头疼的事莫过如此，如果上天再给我一次机会重来，我会对那个...,,19000041,1,1000440,,,1,836,2,100044000,1
1000441,战斗事件,#1#我发现每次第一关遇到的人都是渣渣#2#别逼我，否则我牛起来，一发不可收拾。#1#哦？#2#我这就封印你部分技能，然后酝酿好感情就放必杀废了你。,,13000003,1,1000441,,,1,920,2,100044100,1
1000442,战斗事件,#2#三国杀的时候我可以顺人，战斗的时候，我能封印人，封印好以后再出必杀技。,,18000026,1,1000442,,,1,920,2,100044200,1
1000443,战斗事件,#2#今天就让你见识下，我是靠什么长坂坡七进七出的。#1#难道不是因为迷路吗？#2#是因为我可以封印！还可以必杀！,,18000010,1,1000443,,,1,920,2,100044300,1
1000444,战斗事件,#1#曹操有郭嘉，刘备有孔明，孙权有周瑜，你说你有啥(→_→)#2#我有封印技和必杀技！,,18000011,1,1000444,,,1,920,2,100044400,1
1000445,战斗事件,#2#曾经有一个神医华佗站在我的面前，我没有珍惜，直到犯病后我才追悔莫及，人世间最头疼的事莫过如此，如果上天再给我一次机会重来，我会…我会……我还是会封印了他再出必杀！,,19000041,1,1000445,,,1,920,2,100044500,1
1000446,战斗事件,#1#我发现每次第一关遇到的人都是渣渣#2#别逼我，否则我牛起来，一发不可收拾。#1#哦？#2#我这就封印你部分技能，然后酝酿好感情就放必杀废了你。,,13000003,1,1000446,,,1,1012,2,100044600,1
1000447,战斗事件,#2#三国杀的时候我可以顺人，战斗的时候，我能封印人，封印好以后再出必杀技。,,18000026,1,1000447,,,1,1012,2,100044700,1
1000448,战斗事件,#2#今天就让你见识下，我是靠什么长坂坡七进七出的。#1#难道不是因为迷路吗？#2#是因为我可以封印！还可以必杀！,,18000010,1,1000448,,,1,1012,2,100044800,1
1000449,战斗事件,#1#曹操有郭嘉，刘备有孔明，孙权有周瑜，你说你有啥(→_→)#2#我有封印技和必杀技！,,18000011,1,1000449,,,1,1012,2,100044900,1
1000450,战斗事件,#2#曾经有一个神医华佗站在我的面前，我没有珍惜，直到犯病后我才追悔莫及，人世间最头疼的事莫过如此，如果上天再给我一次机会重来，我会…我会……我还是会封印了他再出必杀！,,19000041,1,1000450,,,1,1012,2,100045000,1
1000451,战斗事件,#1#我很好奇你的四维模式是怎样的#2#很简单，马萨卡+阿勒勒+呀巴里+哇噶哒,,18000035,1,1000451,,,1,911,2,100045100,1
1000452,战斗事件,#1#听闻你为了今日之战十年磨一剑，却为何空手而来，莫非你已剑人合一？#2#不，我的剑已经磨成针了……,,17000002,1,1000452,,,1,911,2,100045200,1
1000453,战斗事件,#2#何为不白之冤？#1#就是你辛辛苦苦在房里做两小时作业拿起手机放首歌听下吧，就在此时家长突然推门而入……“你怎么又在玩手机！”,,18000032,1,1000453,,,1,911,2,100045300,1
1000454,战斗事件,#2#家里有什么东西过了很多年以后发现没什么用？#1#我,,18000008,1,1000454,,,1,911,2,100045400,1
1000455,战斗事件,#2#为什么每次手机卡时就会下意思狂按home键？#1#这就相当于给手机做心肺复苏。,,19000027,1,1000455,,,1,911,2,100045500,1
1000456,战斗事件,#2#阿嘞嘞，最近除了麻醉针以外弄出了一个伤害的技能呢#1#那又怎么样，你还是长不大的小！学！生！我轻轻一防就挡住了,,18000035,1,1000456,,,1,1002,2,100045600,1
1000457,战斗事件,#2#身为绝代剑士，我很重视剑术。#1#所以你剑术高明，一下子打了我好多血，不过可惜这招可以被防御抵消,,17000002,1,1000457,,,1,1002,2,100045700,1
1000458,战斗事件,#2#区区一个血量伤害，你都扛不住？不知道堆防御可以减伤吗？#1#试试就知道我到底能不能扛的住了！,,18000032,1,1000458,,,1,1002,2,100045800,1
1000459,战斗事件,#2#家里有什么东西过了很多年以后发现没什么用？#1#我#2#你为什么觉得自己没用？#1#因为我造成的伤害会被防御抵消,,18000008,1,1000459,,,1,1002,2,100045900,1
1000460,战斗事件,#2#家里有什么东西过了很多年以后发现没什么用？#1#我#2#你为什么觉得自己没用？#1#因为我造成的伤害会被防御抵消,,19000027,1,1000460,,,1,1002,2,100046000,1
1000461,战斗事件,#2#阿嘞嘞，最近除了麻醉针以外弄出了一个伤害的技能呢#1#那又怎么样，你还是长不大的小！学！生！我轻轻一防就挡住了,,18000035,1,1000461,,,1,1102,2,100046100,1
1000462,战斗事件,#2#身为绝代剑士，我很重视剑术。#1#所以你剑术高明，一下子打了我好多血，不过可惜这招可以被防御抵消,,17000002,1,1000462,,,1,1102,2,100046200,1
1000463,战斗事件,#2#区区一个血量伤害，你都扛不住？不知道堆防御可以减伤吗？#1#试试就知道我到底能不能扛的住了！,,18000032,1,1000463,,,1,1102,2,100046300,1
1000464,战斗事件,#2#家里有什么东西过了很多年以后发现没什么用？#1#我#2#你为什么觉得自己没用？#1#因为我造成的伤害会被防御抵消,,18000008,1,1000464,,,1,1102,2,100046400,1
1000465,战斗事件,#2#家里有什么东西过了很多年以后发现没什么用？#1#我#2#你为什么觉得自己没用？#1#因为我造成的伤害会被防御抵消,,19000027,1,1000465,,,1,1102,2,100046500,1
1000466,战斗事件,#1#我发现自己身上只有2块钱了，于是买了张彩票……然后，不可思议的事情发生了！#2#汪？#1#我身上一分钱都没有了！,,20000003,1,1000466,,,1,978,2,100046600,1
1000467,战斗事件,#1#你长的是真蛮丑的#2#肤浅！看人不能只看外表，美丽是短暂的！#1#可是丑陋却是永恒的！,,20000004,1,1000467,,,1,978,2,100046700,1
1000468,战斗事件,#1#刚刚打电话来的是教授？#2#嗯#1#真关心你啊~你们说了什么？#2#我说我想他，他问我有多想，我就对着电话放了个屁告诉他，有这么响。,,17000030,1,1000468,,,1,978,2,100046800,1
1000469,战斗事件,#2#让我们一起为中日友好而努力！#1#是！！！！！,,18000038,1,1000469,,,1,978,2,100046900,1
1000470,战斗事件,#1#什么叫废柴？#2#就是拿回家都烧不起来的柴。,,18000012,1,1000470,,,1,978,2,100047000,1
1000471,战斗事件,#1#我发现自己身上只有2块钱了，于是买了张彩票……然后，不可思议的事情发生了！#2#汪？#1#我身上一分钱都没有了！所以只好到你这里吸一点……#2#o(╯□╰)o,,20000003,1,1000471,,,1,1076,2,100047100,1
1000472,战斗事件,#1#你长的是真蛮丑的#2#肤浅！看人不能只看外表，美丽是短暂的！看我战力多高！#1#可是丑陋却是永恒的！战力高我也能吸走啊#2#找死！！！！,,20000004,1,1000472,,,1,1076,2,100047200,1
1000473,战斗事件,#1#刚刚打电话来的是教授？#2#嗯#1#真关心你啊~你们说了什么？#2#我说我想他，他问我有多想，我就对着电话放了个屁告诉他，有这么响。然后他说我的屁威力真是大，战力一定很强。,,17000030,1,1000473,,,1,1076,2,100047300,1
1000474,战斗事件,#2#今天就给你看看我雪藏已久实力~~！#1#好期待！！！！！哎，为什么防住了就不疼了呢？为什么我吸你血之后就变强了呢？,,18000038,1,1000474,,,1,1076,2,100047400,1
